,Event,Site,Date,Round,White,Black,Result,BlackElo,BlackRatingDiff,ECO,Termination,TimeControl,UTCDate,UTCTime,Variant,WhiteElo,WhiteRatingDiff
422,Rated Bullet game,https://lichess.org/TXUZgrf0,2021.02.12,?,DaenaliaEvandruile,Jalod5,1-0,1153,-5,C44,Time forfeit,60+0,2021.02.12,14:48:25,Standard,1174,+5
423,Rated Bullet game,https://lichess.org/7zoYpPsO,2021.02.12,?,Akshat1111,DaenaliaEvandruile,0-1,1169,+5,D30,Normal,60+0,2021.02.12,07:50:32,Standard,1118,-21
424,Rated Bullet game,https://lichess.org/RFdr4ZPn,2021.02.12,?,DaenaliaEvandruile,kalabaw,0-1,1173,+6,C45,Time forfeit,60+0,2021.02.12,07:47:49,Standard,1175,-6
425,Rated Bullet game,https://lichess.org/9Pyf2GlA,2021.02.12,?,alexboye,DaenaliaEvandruile,0-1,1169,+6,C20,Time forfeit,60+0,2021.02.12,07:45:32,Standard,1171,-6
426,Rated Bullet game,https://lichess.org/WPsQ2mZJ,2021.02.12,?,DaenaliaEvandruile,atharvaa17,0-1,1178,+6,B10,Normal,60+0,2021.02.12,07:42:16,Standard,1174,-5
427,Rated Bullet game,https://lichess.org/AcvWm1EU,2021.02.12,?,TTB,DaenaliaEvandruile,1-0,1180,-6,C20,Time forfeit,60+0,2021.02.12,07:39:33,Standard,1182,+6
428,Rated Bullet game,https://lichess.org/GOIVcXDn,2021.02.12,?,manulo5,DaenaliaEvandruile,0-1,1175,+5,C20,Time forfeit,60+0,2021.02.12,07:37:02,Standard,1164,-5
429,Rated Bullet game,https://lichess.org/3N4De153,2021.02.12,?,DaenaliaEvandruile,Tysio,0-1,1152,+7,B40,Normal,60+0,2021.02.12,05:39:28,Standard,1181,-6
430,Rated Bullet game,https://lichess.org/mGw149c5,2021.02.12,?,DaenaliaEvandruile,VesgaRome,0-1,1182,+6,C44,Normal,60+0,2021.02.12,05:37:28,Standard,1186,-5
431,Rated Bullet game,https://lichess.org/ytzzbADK,2021.02.12,?,TFred2303,DaenaliaEvandruile,1-0,1190,-4,C30,Normal,60+0,2021.02.12,05:36:07,Standard,1315,+15
432,Rated Bullet game,https://lichess.org/a7FZZN0a,2021.02.12,?,DaenaliaEvandruile,Claudia_Klepp,1-0,1195,-6,C40,Time forfeit,60+0,2021.02.12,05:33:34,Standard,1184,+6
433,Rated Bullet game,https://lichess.org/pJaKCDTI,2021.02.12,?,JohnWesleyW,DaenaliaEvandruile,0-1,1179,+5,A40,Time forfeit,60+0,2021.02.12,05:31:12,Standard,1144,-5
434,Rated Bullet game,https://lichess.org/LfHcfxxe,2021.02.11,?,kingfisher28,DaenaliaEvandruile,0-1,1173,+6,A02,Normal,60+0,2021.02.11,14:57:45,Standard,1172,-5
435,Rated Bullet game,https://lichess.org/3iLfC6Ee,2021.02.11,?,SirBijan,DaenaliaEvandruile,0-1,1167,+6,A41,Time forfeit,60+0,2021.02.11,14:55:10,Standard,1178,-6
436,Rated Bullet game,https://lichess.org/9wq23r6L,2021.02.11,?,DaenaliaEvandruile,Homelessdisk,0-1,1193,+5,B01,Normal,60+0,2021.02.11,14:52:31,Standard,1172,-5
437,Rated Bullet game,https://lichess.org/n2fYAcVs,2021.02.11,?,DaenaliaEvandruile,vonduch,0-1,1183,+6,C44,Normal,60+0,2021.02.11,14:51:06,Standard,1178,-6
438,Rated Bullet game,https://lichess.org/JQ8uqCAQ,2021.02.11,?,DaenaliaEvandruile,elgusto,1-0,1242,-7,B30,Time forfeit,60+0,2021.02.11,14:48:35,Standard,1171,+7
439,Rated Bullet game,https://lichess.org/MqGUQ7su,2021.02.11,?,Asd2812,DaenaliaEvandruile,1-0,1177,-6,C42,Time forfeit,60+0,2021.02.11,14:45:56,Standard,1155,+6
440,Rated Bullet game,https://lichess.org/zXCnhuON,2021.02.11,?,CsiszaBa,DaenaliaEvandruile,0-1,1172,+5,C42,Normal,60+0,2021.02.11,14:44:33,Standard,1115,-4
441,Rated Bullet game,https://lichess.org/Lzme0CSy,2021.02.11,?,DaenaliaEvandruile,divadila,0-1,1181,+6,A05,Normal,60+0,2021.02.11,14:42:17,Standard,1178,-6
442,Rated Bullet game,https://lichess.org/eUZ7SL3o,2021.02.11,?,OmerPasha57,DaenaliaEvandruile,0-1,1172,+6,C42,Normal,60+0,2021.02.11,14:40:22,Standard,1177,-6
443,Rated Bullet game,https://lichess.org/55dJEvYE,2021.02.11,?,DaenaliaEvandruile,Yoruk,1-0,1046,-4,A06,Time forfeit,60+0,2021.02.11,14:38:03,Standard,1168,+4
444,Rated Bullet game,https://lichess.org/4sQLY3Bk,2021.02.11,?,Msthebeast,DaenaliaEvandruile,1-0,1173,-5,D31,Time forfeit,60+0,2021.02.11,14:35:25,Standard,1228,+5
445,Rated Bullet game,https://lichess.org/zWMzLAqi,2021.02.11,?,n1oo,DaenaliaEvandruile,0-1,1167,+6,A40,Time forfeit,60+0,2021.02.11,12:01:25,Standard,1164,-6
446,Rated Bullet game,https://lichess.org/hGpIac3i,2021.02.11,?,DaenaliaEvandruile,Goginator,0-1,1187,+5,B10,Normal,60+0,2021.02.11,11:59:21,Standard,1173,-6
447,Rated Bullet game,https://lichess.org/uEM2pjQj,2021.02.11,?,DaenaliaEvandruile,Majid-M-R,1-0,1121,-5,C41,Time forfeit,60+0,2021.02.11,11:56:43,Standard,1168,+5
448,Rated Bullet game,https://lichess.org/6hN360N5,2021.02.11,?,DaenaliaEvandruile,atomic15,0-1,1184,+6,C44,Time forfeit,60+0,2021.02.11,11:54:22,Standard,1173,-5
449,Rated Bullet game,https://lichess.org/8nGBUG0P,2021.02.11,?,DaenaliaEvandruile,halfenstadt,1-0,1082,-4,B50,Time forfeit,60+0,2021.02.11,11:51:56,Standard,1169,+4
450,Rated Bullet game,https://lichess.org/nzT3m3Bb,2021.02.11,?,Sophie_0605,DaenaliaEvandruile,0-1,1164,+5,C20,Time forfeit,60+0,2021.02.11,11:50:15,Standard,1184,-109
451,Rated Bullet game,https://lichess.org/ol5NalKU,2021.02.11,?,DaenaliaEvandruile,imvbvidhu,1-0,1114,-5,C41,Time forfeit,60+0,2021.02.11,11:47:44,Standard,1159,+5
452,Rated Bullet game,https://lichess.org/1EqqlDsv,2021.02.11,?,Ahmedzoz,DaenaliaEvandruile,0-1,1155,+4,C24,Time forfeit,60+0,2021.02.11,11:45:14,Standard,1041,-4
453,Rated Bullet game,https://lichess.org/HhYNkcs2,2021.02.11,?,DaenaliaEvandruile,Ahmedzoz,1-0,1045,-4,C40,Time forfeit,60+0,2021.02.11,11:42:42,Standard,1151,+4
454,Rated Bullet game,https://lichess.org/h82PHuOA,2021.02.11,?,Ahmedzoz,DaenaliaEvandruile,0-1,1146,+5,C24,Time forfeit,60+0,2021.02.11,11:40:39,Standard,1049,-4
455,Rated Bullet game,https://lichess.org/YU3s2E7y,2021.02.11,?,DaenaliaEvandruile,garzo82,1-0,1165,-6,C41,Time forfeit,60+0,2021.02.11,07:12:10,Standard,1140,+6
456,Rated Bullet game,https://lichess.org/1uDfl9LG,2021.02.11,?,jamesvit,DaenaliaEvandruile,0-1,1135,+5,C10,Time forfeit,60+0,2021.02.11,02:43:19,Standard,1098,-5
457,Rated Bullet game,https://lichess.org/JFbbmbQQ,2021.02.11,?,DaenaliaEvandruile,ricocan,0-1,1202,+5,C40,Normal,60+0,2021.02.11,02:41:17,Standard,1140,-5
458,Rated Bullet game,https://lichess.org/BGcFcxDD,2021.02.11,?,DaenaliaEvandruile,abo_yaseen2200,0-1,1201,+5,B06,Time forfeit,60+0,2021.02.11,02:38:39,Standard,1144,-4
459,Rated Bullet game,https://lichess.org/EGTCkpCy,2021.02.11,?,abo_yaseen2200,DaenaliaEvandruile,0-1,1138,+6,C00,Time forfeit,60+0,2021.02.11,02:36:15,Standard,1208,-7
460,Rated Bullet game,https://lichess.org/MKsnOiOu,2021.02.11,?,DaenaliaEvandruile,JakkuSan,1-0,1174,-7,C43,Time forfeit,60+0,2021.02.11,02:33:46,Standard,1131,+7
461,Rated Bullet game,https://lichess.org/QlZIImUy,2021.02.11,?,Firminio-da-silva,DaenaliaEvandruile,0-1,1126,+5,C26,Normal,60+0,2021.02.11,02:31:55,Standard,1091,-6
462,Rated Bullet game,https://lichess.org/Mk16AvwZ,2021.02.11,?,DaenaliaEvandruile,N1soccer45,1-0,1010,-4,B00,Time forfeit,60+0,2021.02.11,02:25:08,Standard,1122,+4
463,Rated Bullet game,https://lichess.org/LVn0cp0y,2021.02.11,?,msoaresjunior,DaenaliaEvandruile,0-1,1118,+4,C42,Time forfeit,60+0,2021.02.11,02:22:05,Standard,1023,-4
464,Rated Bullet game,https://lichess.org/m1quks7F,2021.02.11,?,DaenaliaEvandruile,n-Westfall-88,0-1,1118,+6,C40,Normal,60+0,2021.02.11,02:21:35,Standard,1123,-5
465,Rated Bullet game,https://lichess.org/HuOPjIMz,2021.02.11,?,xentium,DaenaliaEvandruile,1-0,1129,-6,C20,Normal,60+0,2021.02.11,02:20:43,Standard,1142,+5
466,Rated Bullet game,https://lichess.org/ZG8yH07n,2021.02.11,?,DaenaliaEvandruile,Uitshi_o,0-1,1077,+7,C00,Normal,60+0,2021.02.11,02:18:31,Standard,1135,-6
467,Rated Bullet game,https://lichess.org/1cN8tSl1,2021.02.11,?,Claudia_Klepp,DaenaliaEvandruile,1-0,1140,-5,C20,Normal,60+0,2021.02.11,02:16:51,Standard,1207,+5
468,Rated Bullet game,https://lichess.org/LMpqTr5V,2021.02.11,?,Firminio-da-silva,DaenaliaEvandruile,1-0,1146,-6,C23,Time forfeit,60+0,2021.02.11,01:05:46,Standard,1099,+6
469,Rated Bullet game,https://lichess.org/2R5t9BOo,2021.02.11,?,DaenaliaEvandruile,Barefootmony,1-0,1098,-5,C40,Time forfeit,60+0,2021.02.11,01:03:17,Standard,1141,+5
470,Rated Bullet game,https://lichess.org/cfVJpV0c,2021.02.11,?,DaenaliaEvandruile,Omer101,0-1,1242,+5,C41,Time forfeit,60+0,2021.02.11,01:00:44,Standard,1146,-5
471,Rated Bullet game,https://lichess.org/pbFgyC9A,2021.02.11,?,Soubypopular,DaenaliaEvandruile,0-1,1140,+6,C26,Time forfeit,60+0,2021.02.11,00:58:44,Standard,1134,-6
472,Rated Bullet game,https://lichess.org/y1CcUls4,2021.02.11,?,DaenaliaEvandruile,Enginyyz,0-1,1102,+7,C43,Normal,60+0,2021.02.11,00:06:45,Standard,1146,-6
473,Rated Bullet game,https://lichess.org/ENTFoy78,2021.02.11,?,Tr33Hugger,DaenaliaEvandruile,0-1,1139,+7,C24,Time forfeit,60+0,2021.02.11,00:04:27,Standard,1213,-7
474,Rated Bullet game,https://lichess.org/fAlqcUVg,2021.02.11,?,DaenaliaEvandruile,Roquebrune,0-1,1151,+6,B40,Time forfeit,60+0,2021.02.11,00:01:46,Standard,1145,-6
475,Rated Bullet game,https://lichess.org/GARNLa0Q,2021.02.10,?,ArTuRchHiks,DaenaliaEvandruile,1-0,1152,-7,C42,Normal,60+0,2021.02.10,23:59:53,Standard,1062,+7
476,Rated Bullet game,https://lichess.org/DFb7i33P,2021.02.10,?,LFB99,DaenaliaEvandruile,0-1,1146,+6,C42,Time forfeit,60+0,2021.02.10,13:52:01,Standard,1142,-6
477,Rated Bullet game,https://lichess.org/PU1kZSiP,2021.02.10,?,DaenaliaEvandruile,Jnsahil,1-0,1119,-6,C55,Time forfeit,60+0,2021.02.10,13:49:23,Standard,1141,+5
478,Rated Bullet game,https://lichess.org/IV5LFprL,2021.02.10,?,Pls-Don-t-Ban-Me,DaenaliaEvandruile,0-1,1136,+5,A40,Time forfeit,60+0,2021.02.10,13:46:38,Standard,1085,-5
479,Rated Bullet game,https://lichess.org/UP7f29Aq,2021.02.10,?,DaenaliaEvandruile,PastorMR,1-0,1038,-5,C55,Time forfeit,60+0,2021.02.10,13:44:26,Standard,1132,+4
480,Rated Bullet game,https://lichess.org/p5gBo9Ok,2021.02.10,?,DaenaliaEvandruile,Hussamov,0-1,1144,+5,C44,Normal,60+0,2021.02.10,13:42:29,Standard,1137,-5
481,Rated Bullet game,https://lichess.org/OZVgFXCE,2021.02.10,?,DaenaliaEvandruile,habakkk,1-0,1011,-4,C41,Time forfeit,60+0,2021.02.10,13:40:24,Standard,1133,+4
482,Rated Bullet game,https://lichess.org/ktVkkaFU,2021.02.10,?,leansipper6,DaenaliaEvandruile,0-1,1127,+6,C41,Time forfeit,60+0,2021.02.10,13:38:18,Standard,1178,-26
483,Rated Bullet game,https://lichess.org/Auc8QI9v,2021.02.10,?,lucydomm,DaenaliaEvandruile,1-0,1132,-5,A13,Normal,60+0,2021.02.10,13:36:04,Standard,1186,+5
484,Rated Bullet game,https://lichess.org/MQrHlTt6,2021.02.10,?,DaenaliaEvandruile,doeidoeidoei,1-0,1064,-7,B01,Time forfeit,60+0,2021.02.10,13:33:42,Standard,1127,+5
485,Rated Bullet game,https://lichess.org/VqZRIlT2,2021.02.10,?,TimaS,DaenaliaEvandruile,0-1,1121,+6,C24,Time forfeit,60+0,2021.02.10,13:13:14,Standard,1149,-6
486,Rated Bullet game,https://lichess.org/EV5547Gd,2021.02.10,?,DaenaliaEvandruile,wwoi,0-1,1128,+5,B50,Normal,60+0,2021.02.10,13:11:47,Standard,1126,-5
487,Rated Bullet game,https://lichess.org/DLVpB9qG,2021.02.10,?,DaenaliaEvandruile,charliechessli,0-1,1188,+5,B20,Normal,60+0,2021.02.10,13:09:47,Standard,1131,-5
488,Rated Bullet game,https://lichess.org/xMQlPjP9,2021.02.10,?,San09,DaenaliaEvandruile,1-0,1138,-7,A00,Time forfeit,60+0,2021.02.10,13:07:00,Standard,1081,+7
489,Rated Bullet game,https://lichess.org/dQ9WrMjt,2021.02.10,?,Mauroven,DaenaliaEvandruile,1-0,1143,-5,A40,Time forfeit,60+0,2021.02.10,13:04:11,Standard,1156,+5
490,Rated Bullet game,https://lichess.org/biI3SIHv,2021.02.10,?,DaenaliaEvandruile,NipaSah,1-0,1086,-5,C44,Normal,60+0,2021.02.10,13:02:06,Standard,1138,+5
491,Rated Bullet game,https://lichess.org/VgwD3lfJ,2021.02.10,?,DaenaliaEvandruile,marcomattea,1-0,1088,-5,B01,Time forfeit,60+0,2021.02.10,12:31:18,Standard,1133,+5
492,Rated Bullet game,https://lichess.org/QoYbMEQN,2021.02.10,?,MGlol,DaenaliaEvandruile,0-1,1127,+6,C42,Normal,60+0,2021.02.10,12:28:15,Standard,1176,-6
493,Rated Bullet game,https://lichess.org/z9L9zuZS,2021.02.10,?,DaenaliaEvandruile,InYourMother,1-0,1102,-6,A00,Normal,60+0,2021.02.10,12:26:04,Standard,1121,+6
494,Rated Bullet game,https://lichess.org/Nw6Xj4A9,2021.02.10,?,InYourMother,DaenaliaEvandruile,0-1,1116,+5,A41,Time forfeit,60+0,2021.02.10,12:23:20,Standard,1107,-5
495,Rated Bullet game,https://lichess.org/cGa3YbRO,2021.02.10,?,DaenaliaEvandruile,Guileloup,0-1,1106,+6,B30,Time forfeit,60+0,2021.02.10,09:02:47,Standard,1122,-6
496,Rated Bullet game,https://lichess.org/8rvZjlJd,2021.02.10,?,ZakaShah,DaenaliaEvandruile,1-0,1128,-6,C20,Time forfeit,60+0,2021.02.10,09:00:01,Standard,1096,+7
497,Rated Bullet game,https://lichess.org/fWvABsJB,2021.02.10,?,DaenaliaEvandruile,Thewc,1-0,1068,-5,C55,Time forfeit,60+0,2021.02.10,08:57:10,Standard,1123,+5
498,Rated Bullet game,https://lichess.org/Prq1ck12,2021.02.10,?,DaenaliaEvandruile,absentje,1-0,1041,-4,B06,Time forfeit,60+0,2021.02.10,08:54:57,Standard,1118,+5
499,Rated Bullet game,https://lichess.org/BiPQfxjF,2021.02.10,?,Raman2021,DaenaliaEvandruile,0-1,1112,+6,C24,Time forfeit,60+0,2021.02.10,08:52:32,Standard,1159,-45
500,Rated Blitz game,https://lichess.org/GvUkmYff,2021.02.10,?,dakshgoel,DaenaliaEvandruile,1/2-1/2,1001,+2,C02,Normal,180+0,2021.02.10,08:46:01,Standard,1074,-2
501,Rated Bullet game,https://lichess.org/ce5hoUXQ,2021.02.10,?,DaenaliaEvandruile,aryncHeckmate,0-1,1158,+16,B50,Time forfeit,60+0,2021.02.10,07:07:09,Standard,1117,-5
502,Rated Bullet game,https://lichess.org/hA6mVXwm,2021.02.10,?,ZhizhomaA,DaenaliaEvandruile,0-1,1112,+5,A00,Time forfeit,60+0,2021.02.10,07:04:58,Standard,1059,-5
503,Rated Bullet game,https://lichess.org/j5hibZJp,2021.02.10,?,Tokeh,DaenaliaEvandruile,0-1,1107,+5,C42,Time forfeit,60+0,2021.02.10,07:02:19,Standard,1076,-5
504,Rated Bullet game,https://lichess.org/WRwHqNrx,2021.02.10,?,DaenaliaEvandruile,MichaelMcNett,1-0,1028,-4,C40,Time forfeit,60+0,2021.02.10,06:58:24,Standard,1102,+5
505,Rated Bullet game,https://lichess.org/MVVEmGXL,2021.02.10,?,DaenaliaEvandruile,AndrewH4,1-0,1117,-6,C41,Time forfeit,60+0,2021.02.10,06:51:42,Standard,1096,+6
506,Rated Bullet game,https://lichess.org/YvKUCg4m,2021.02.10,?,phan_trung_tien,DaenaliaEvandruile,0-1,1091,+5,C42,Time forfeit,60+0,2021.02.10,06:49:27,Standard,1087,-13
507,Rated Bullet game,https://lichess.org/mJYmnEr5,2021.02.10,?,DaenaliaEvandruile,EudaemonicPhonix,0-1,1009,+7,B40,Normal,60+0,2021.02.10,06:48:19,Standard,1098,-7
508,Rated Bullet game,https://lichess.org/AoswX5Zk,2021.02.10,?,adadtoremember,DaenaliaEvandruile,0-1,1092,+6,C24,Time forfeit,60+0,2021.02.10,06:45:38,Standard,1087,-6
509,Rated Bullet game,https://lichess.org/pa5INzit,2021.02.10,?,DaenaliaEvandruile,arlitoma,1-0,990,-4,B01,Normal,60+0,2021.02.10,06:44:29,Standard,1088,+4
510,Rated Bullet game,https://lichess.org/wwEIxeAy,2021.02.10,?,redlands,DaenaliaEvandruile,1-0,1094,-6,C20,Time forfeit,60+0,2021.02.10,06:41:27,Standard,1079,+9
511,Rated Bullet game,https://lichess.org/arPyJ1vR,2021.02.10,?,anuragb2002,DaenaliaEvandruile,1-0,1100,-6,A00,Normal,60+0,2021.02.10,06:40:10,Standard,1083,+7
512,Rated Bullet game,https://lichess.org/F1Q8NEKf,2021.02.10,?,DaenaliaEvandruile,JAYNIL4848,1-0,1138,-131,C55,Time forfeit,60+0,2021.02.10,06:37:26,Standard,1094,+6
513,Rated Bullet game,https://lichess.org/9lQNYhjs,2021.02.10,?,DaenaliaEvandruile,Orla27,0-1,1075,+11,B01,Normal,60+0,2021.02.10,06:34:47,Standard,1100,-6
514,Rated Bullet game,https://lichess.org/dLUh1O2l,2021.02.10,?,mamaxmax,DaenaliaEvandruile,1-0,1104,-4,A40,Time forfeit,60+0,2021.02.10,05:27:34,Standard,1226,+5
515,Rated Bullet game,https://lichess.org/quFrhxGS,2021.02.10,?,haru199418,DaenaliaEvandruile,1-0,1109,-5,C42,Normal,60+0,2021.02.10,05:25:12,Standard,1183,+5
516,Rated Bullet game,https://lichess.org/I6jIbzSC,2021.02.10,?,DaenaliaEvandruile,Johnnot,1-0,1115,-9,C44,Time forfeit,60+0,2021.02.10,05:23:07,Standard,1103,+6
517,Rated Bullet game,https://lichess.org/WQlA6rV8,2021.02.10,?,DaenaliaEvandruile,deepakhb,1-0,1069,-5,A06,Time forfeit,60+0,2021.02.10,05:20:37,Standard,1097,+6
518,Rated Bullet game,https://lichess.org/ZC25zRxJ,2021.02.10,?,DaenaliaEvandruile,Bnov,1-0,1114,-6,C40,Time forfeit,60+0,2021.02.10,05:18:08,Standard,1091,+6
519,Rated Bullet game,https://lichess.org/0u7aGsb0,2021.02.10,?,LeandreChekmate,DaenaliaEvandruile,1-0,1097,-6,C26,Normal,60+0,2021.02.10,04:08:11,Standard,1080,+23
520,Rated Bullet game,https://lichess.org/OD69QR6o,2021.02.10,?,DaenaliaEvandruile,arandomnickname,1-0,1111,-21,C00,Time forfeit,60+0,2021.02.10,04:05:28,Standard,1091,+6
521,Rated Bullet game,https://lichess.org/2wUvHXj9,2021.02.10,?,PKJpurkinje2000,DaenaliaEvandruile,0-1,1084,+7,C20,Normal,60+0,2021.02.10,04:03:33,Standard,1148,-7
522,Rated Bullet game,https://lichess.org/pkktDR3N,2021.02.10,?,Speci5,DaenaliaEvandruile,1/2-1/2,1084,+0,C26,Normal,60+0,2021.02.10,04:01:16,Standard,1132,-2
523,Rated Bullet game,https://lichess.org/BoWcLMzt,2021.02.10,?,eonleeawn,DaenaliaEvandruile,0-1,1079,+5,C42,Time forfeit,60+0,2021.02.10,03:52:23,Standard,1080,-85
524,Rated Bullet game,https://lichess.org/8qmUeoUU,2021.02.10,?,DaenaliaEvandruile,StarBoY31,1-0,1037,-5,B01,Time forfeit,60+0,2021.02.10,02:32:01,Standard,1073,+6
525,Rated Bullet game,https://lichess.org/F9F0Srmu,2021.02.10,?,HalalTyke,DaenaliaEvandruile,0-1,1068,+5,C42,Normal,60+0,2021.02.10,02:12:55,Standard,1031,-5
526,Rated Bullet game,https://lichess.org/CMGZWJGI,2021.02.10,?,DaenaliaEvandruile,Hadote,1-0,1151,-7,B10,Time forfeit,60+0,2021.02.10,02:10:38,Standard,1061,+7
527,Rated Bullet game,https://lichess.org/GVnFxcWX,2021.02.10,?,Hadote,DaenaliaEvandruile,1-0,1065,-4,C42,Normal,60+0,2021.02.10,02:09:15,Standard,1147,+4
528,Rated Bullet game,https://lichess.org/j7jxTnVp,2021.02.10,?,DaenaliaEvandruile,fatdaddy,0-1,1093,+5,B20,Normal,60+0,2021.02.10,02:08:30,Standard,1071,-6
529,Rated Bullet game,https://lichess.org/WXolKfCM,2021.02.10,?,diduknowthatimnew,DaenaliaEvandruile,1-0,1077,-6,C20,Normal,60+0,2021.02.10,01:51:25,Standard,1048,+7
530,Rated Bullet game,https://lichess.org/kRPAk2QG,2021.02.10,?,DaenaliaEvandruile,bearmancan,1-0,1087,-6,B00,Normal,60+0,2021.02.10,01:50:56,Standard,1071,+6
531,Rated Bullet game,https://lichess.org/waKjJEZk,2021.02.10,?,DaenaliaEvandruile,Mbappe369,0-1,1095,+5,C00,Time forfeit,60+0,2021.02.10,01:43:33,Standard,1076,-5
532,Rated Bullet game,https://lichess.org/DH16OgkH,2021.02.10,?,terrilbe,DaenaliaEvandruile,0-1,1069,+7,A40,Normal,60+0,2021.02.10,01:41:53,Standard,1175,-7
533,Rated Bullet game,https://lichess.org/CVK696ag,2021.02.10,?,DaenaliaEvandruile,furca5,0-1,1095,+6,B21,Normal,60+0,2021.02.10,01:39:42,Standard,1074,-5
534,Rated Bullet game,https://lichess.org/7cQ4BGje,2021.02.10,?,DaenaliaEvandruile,nakulpujari,1-0,1033,-5,B01,Time forfeit,60+0,2021.02.10,01:37:27,Standard,1069,+5
535,Rated Bullet game,https://lichess.org/7PJ4qpsw,2021.02.10,?,migrosever,DaenaliaEvandruile,1-0,1073,-4,C20,Normal,60+0,2021.02.10,01:36:06,Standard,1145,+4
536,Rated Bullet game,https://lichess.org/b8zKiVLg,2021.02.10,?,Textozenzontle,DaenaliaEvandruile,0-1,1066,+7,A41,Time forfeit,60+0,2021.02.10,01:33:26,Standard,1184,-7
537,Rated Bullet game,https://lichess.org/D4FNJoin,2021.02.10,?,DaenaliaEvandruile,swiddenfarmer,0-1,1014,+17,C42,Normal,60+0,2021.02.10,01:32:13,Standard,1072,-6
538,Rated Bullet game,https://lichess.org/WMFg2uCM,2021.02.10,?,maurochess,DaenaliaEvandruile,1-0,1077,-5,C43,Normal,60+0,2021.02.10,01:30:34,Standard,1117,+5
539,Rated Bullet game,https://lichess.org/zjXbASpo,2021.02.10,?,DaenaliaEvandruile,mofaq,0-1,1067,+6,C21,Normal,60+0,2021.02.10,01:28:36,Standard,1083,-6
540,Rated Bullet game,https://lichess.org/TGod0SXb,2021.02.09,?,LAJINSTRU,DaenaliaEvandruile,0-1,1077,+6,C20,Time forfeit,60+0,2021.02.09,23:49:03,Standard,1078,-6
541,Rated Bullet game,https://lichess.org/UqBgkLhe,2021.02.09,?,DaenaliaEvandruile,TaishoPL,1-0,1154,-145,B01,Normal,60+0,2021.02.09,23:47:49,Standard,1072,+5
542,Rated Bullet game,https://lichess.org/vKohaDiG,2021.02.09,?,Angel_Chico,DaenaliaEvandruile,1-0,1078,-6,D00,Time forfeit,60+0,2021.02.09,23:45:16,Standard,1043,+14
543,Rated Bullet game,https://lichess.org/84XVruri,2021.02.09,?,DaenaliaEvandruile,tamneck,1-0,1051,-10,B00,Normal,60+0,2021.02.09,23:44:50,Standard,1073,+5
544,Rated Bullet game,https://lichess.org/Vy0yTbED,2021.02.09,?,lord_charles_menem,DaenaliaEvandruile,1-0,1078,-5,C42,Time forfeit,60+0,2021.02.09,23:41:52,Standard,1108,+15
545,Rated Bullet game,https://lichess.org/r3HyMTtK,2021.02.09,?,DaenaliaEvandruile,awellknownautomaton,0-1,1033,+7,B20,Normal,60+0,2021.02.09,23:38:57,Standard,1084,-6
546,Rated Bullet game,https://lichess.org/WwNPTOUX,2021.02.09,?,DaenaliaEvandruile,Espicy,0-1,1143,+5,A00,Normal,60+0,2021.02.09,23:37:08,Standard,1089,-5
547,Rated Bullet game,https://lichess.org/eGiP04HU,2021.02.09,?,BurtTheCurt,DaenaliaEvandruile,0-1,1084,+5,C23,Time forfeit,60+0,2021.02.09,23:34:37,Standard,1063,-6
548,Rated Bullet game,https://lichess.org/XMCoDKtd,2021.02.09,?,Bobbyfichero,DaenaliaEvandruile,1-0,1088,-4,C42,Time forfeit,60+0,2021.02.09,23:31:53,Standard,1146,+5
549,Rated Bullet game,https://lichess.org/CDGws1RK,2021.02.09,?,DaenaliaEvandruile,maestro_cool,1-0,1085,-5,B40,Time forfeit,60+0,2021.02.09,23:29:09,Standard,1082,+6
550,Rated Bullet game,https://lichess.org/tx3QDxGK,2021.02.09,?,DaenaliaEvandruile,Jacomm,0-1,1131,+5,A00,Time forfeit,60+0,2021.02.09,14:03:48,Standard,1087,-5
551,Rated Bullet game,https://lichess.org/VqOk6Amh,2021.02.09,?,DaenaliaEvandruile,Hoshi_south,0-1,1208,+5,A00,Time forfeit,60+0,2021.02.09,14:01:03,Standard,1091,-4
552,Rated Bullet game,https://lichess.org/rGXZ794O,2021.02.09,?,Sarjie,DaenaliaEvandruile,1-0,1097,-6,C42,Normal,60+0,2021.02.09,13:58:44,Standard,1082,+6
553,Rated Bullet game,https://lichess.org/yTyAj68R,2021.02.09,?,DaenaliaEvandruile,Manishkarki,0-1,1082,+6,C41,Normal,60+0,2021.02.09,13:56:50,Standard,1103,-6
554,Rated Bullet game,https://lichess.org/ASfuUlVm,2021.02.09,?,TiegoCastello,DaenaliaEvandruile,1-0,1110,-7,A00,Normal,60+0,2021.02.09,13:54:12,Standard,1015,+7
555,Rated Bullet game,https://lichess.org/FNe8yxmh,2021.02.09,?,kiko2655,DaenaliaEvandruile,1-0,1117,-7,D20,Normal,60+0,2021.02.09,13:51:10,Standard,1072,+6
556,Rated Bullet game,https://lichess.org/WUmVsaRD,2021.02.09,?,DaenaliaEvandruile,frotis-man,1-0,1123,-6,C55,Time forfeit,60+0,2021.02.09,13:48:38,Standard,1111,+6
557,Rated Bullet game,https://lichess.org/Ib8y9hRX,2021.02.09,?,zhuldyzbay,DaenaliaEvandruile,0-1,1104,+7,A34,Time forfeit,60+0,2021.02.09,13:46:18,Standard,1166,-6
